-1.0, 6.0, 48.0, 91.0, 4.0, 2.0, 0.0, 58.0, 0.0, 0.0
-1.0, 6.0, 48.0, 91.0, 4.0, 2.0, 0.0, 58.0, 0.0, 0.0
-2.0, 9.0, 41.0, 91.0, 3.0, 2.0, 0.0, 58.0, 0.0, 0.0
1.0, 25.0, 33.0, 102.0, 1.0, 2.0, 0.0, 58.0, 0.0, 0.0
4.0, 38.0, 33.0, 112.0, 29.0, 2.0, 0.0, 58.0, 0.0, 0.0
8.0, 50.0, 32.0, 133.0, 42.0, 8.0, 0.0, 58.0, 0.0, 0.0
13.0, 69.0, 31.0, 158.0, 49.0, 16.0, 0.0, 58.0, 0.0, 0.0
36.0, 71.0, 0.0, 171.0, 64.0, 25.0, 0.0, 58.0, 0.0, 0.0
36.0, 67.0, 3.0, 175.0, 90.0, 22.0, 0.0, 58.0, 0.0, 0.0
35.0, 67.0, 3.0, 175.0, 90.0, 20.0, 0.0, 58.0, 0.0, 0.0
35.0, 66.0, 4.0, 175.0, 90.0, 16.0, 0.0, 58.0, 0.0, 0.0
35.0, 65.0, 5.0, 176.0, 90.0, 14.0, 0.0, 58.0, 0.0, 0.0
35.0, 65.0, 5.0, 176.0, 90.0, 14.0, 24.0, 73.0, 0.0, 0.0
35.0, 65.0, 5.0, 176.0, 90.0, 14.0, 24.0, 104.0, 0.0, 0.0
35.0, 65.0, 5.0, 176.0, 90.0, 14.0, 51.0, 104.0, 22.0, 0.0
35.0, 65.0, 5.0, 176.0, 90.0, 14.0, 51.0, 107.0, 41.0, 0.0
