-2.0, 4.0, 48.0, 90.0, 3.0, 1.0, 0.0, 60.0, 0.0, 0.0
-1.0, 4.0, 48.0, 90.0, 3.0, 1.0, 0.0, 60.0, 0.0, 0.0
-2.0, 5.0, 43.0, 89.0, 5.0, 1.0, 0.0, 60.0, 0.0, 0.0
0.0, 12.0, 37.0, 85.0, 23.0, 1.0, 0.0, 60.0, 0.0, 0.0
1.0, 18.0, 38.0, 85.0, 26.0, 4.0, 0.0, 60.0, 0.0, 0.0
3.0, 29.0, 35.0, 98.0, 53.0, 13.0, 0.0, 60.0, 0.0, 0.0
4.0, 25.0, 40.0, 96.0, 80.0, 24.0, 0.0, 60.0, 0.0, 0.0
4.0, 17.0, 41.0, 93.0, 89.0, 33.0, 0.0, 60.0, 0.0, 0.0
4.0, 16.0, 41.0, 91.0, 90.0, 36.0, 0.0, 60.0, 0.0, 0.0
4.0, 21.0, 40.0, 97.0, 90.0, 32.0, 0.0, 60.0, 0.0, 0.0
1.0, 21.0, 39.0, 100.0, 90.0, 32.0, 0.0, 60.0, 0.0, 0.0
3.0, 28.0, 40.0, 102.0, 88.0, 54.0, 0.0, 131.0, 1.0, 0.0
3.0, 28.0, 40.0, 102.0, 88.0, 54.0, 32.0, 131.0, 54.0, 0.0
3.0, 28.0, 40.0, 102.0, 88.0, 54.0, 62.0, 131.0, 53.0, 0.0
3.0, 28.0, 40.0, 102.0, 88.0, 54.0, 63.0, 131.0, 61.0, 0.0
3.0, 28.0, 40.0, 102.0, 88.0, 54.0, 69.0, 131.0, 77.0, 0.0
