0.0, 4.0, 48.0, 89.0, 3.0, 1.0, 0.0, 59.0, 0.0, 0.0
0.0, 4.0, 48.0, 89.0, 3.0, 1.0, 0.0, 59.0, 0.0, 0.0
0.0, 4.0, 48.0, 89.0, 3.0, 1.0, 0.0, 59.0, 0.0, 0.0
3.0, 12.0, 33.0, 89.0, 23.0, 3.0, 0.0, 59.0, 0.0, 0.0
6.0, 24.0, 31.0, 96.0, 35.0, 9.0, 0.0, 59.0, 0.0, 0.0
14.0, 43.0, 30.0, 121.0, 51.0, 19.0, 0.0, 59.0, 0.0, 0.0
31.0, 68.0, 12.0, 168.0, 86.0, 14.0, 0.0, 58.0, 0.0, 0.0
34.0, 64.0, 15.0, 164.0, 90.0, 22.0, 0.0, 58.0, 0.0, 0.0
34.0, 62.0, 16.0, 164.0, 90.0, 21.0, 0.0, 58.0, 0.0, 0.0
34.0, 62.0, 16.0, 164.0, 90.0, 21.0, 0.0, 58.0, 0.0, 0.0
37.0, 63.0, 11.0, 168.0, 90.0, 16.0, 0.0, 58.0, 0.0, 0.0
38.0, 61.0, 9.0, 169.0, 90.0, 11.0, 0.0, 59.0, 0.0, 1.0
38.0, 61.0, 9.0, 169.0, 90.0, 11.0, 15.0, 77.0, 0.0, 1.0
38.0, 61.0, 9.0, 169.0, 90.0, 11.0, 37.0, 77.0, 19.0, 1.0
38.0, 61.0, 9.0, 169.0, 90.0, 11.0, 64.0, 87.0, 48.0, 1.0
38.0, 61.0, 9.0, 169.0, 90.0, 12.0, 62.0, 87.0, 67.0, 1.0
