-1.0, 7.0, 47.0, 92.0, 2.0, 1.0, 0.0, 58.0, 0.0, 0.0
-1.0, 7.0, 47.0, 92.0, 2.0, 1.0, 0.0, 58.0, 0.0, 0.0
-1.0, 7.0, 47.0, 92.0, 2.0, 1.0, 0.0, 58.0, 0.0, 0.0
1.0, 9.0, 38.0, 92.0, -1.0, 1.0, 0.0, 59.0, 0.0, 0.0
7.0, 10.0, 27.0, 92.0, -15.0, 1.0, 0.0, 59.0, 0.0, 0.0
10.0, 13.0, 20.0, 95.0, -24.0, 1.0, 0.0, 59.0, 0.0, 0.0
12.0, 14.0, 15.0, 95.0, -28.0, 1.0, 0.0, 59.0, 0.0, 0.0
14.0, 14.0, 10.0, 97.0, -33.0, 1.0, 0.0, 59.0, 0.0, 0.0
17.0, 20.0, 10.0, 102.0, -33.0, 1.0, 0.0, 59.0, 0.0, 0.0
22.0, 21.0, 10.0, 104.0, -33.0, 1.0, 0.0, 58.0, 0.0, 0.0
24.0, 22.0, 10.0, 103.0, -33.0, 1.0, 0.0, 58.0, 0.0, 0.0
24.0, 14.0, 10.0, 92.0, -39.0, 1.0, 0.0, 58.0, 0.0, 0.0
25.0, 11.0, 17.0, 90.0, -32.0, 1.0, 0.0, 58.0, 0.0, 0.0
28.0, 11.0, 18.0, 90.0, -33.0, 0.0, 0.0, 58.0, 0.0, 0.0
28.0, 11.0, 18.0, 90.0, -33.0, 0.0, 0.0, 140.0, 25.0, 23.0
28.0, 11.0, 18.0, 90.0, -33.0, 0.0, 75.0, 157.0, 37.0, 41.0
