-1.0, 5.0, 49.0, 91.0, 5.0, 0.0, 0.0, 59.0, 0.0, 0.0
-1.0, 5.0, 48.0, 91.0, 5.0, 1.0, 0.0, 60.0, 0.0, 0.0
1.0, 7.0, 37.0, 87.0, -1.0, 4.0, 0.0, 59.0, 0.0, 0.0
6.0, 13.0, 33.0, 94.0, -4.0, 1.0, 0.0, 58.0, 0.0, 0.0
6.0, 23.0, 33.0, 99.0, -5.0, 5.0, 0.0, 58.0, 0.0, 0.0
7.0, 33.0, 28.0, 111.0, -7.0, 6.0, 0.0, 58.0, 0.0, 0.0
20.0, 39.0, 25.0, 116.0, -13.0, 7.0, 0.0, 58.0, 0.0, 0.0
24.0, 39.0, 28.0, 117.0, -17.0, 7.0, 0.0, 58.0, 0.0, 0.0
23.0, 35.0, 33.0, 116.0, -20.0, 6.0, 0.0, 58.0, 0.0, 0.0
24.0, 35.0, 34.0, 116.0, -17.0, 6.0, 0.0, 58.0, 0.0, 0.0
24.0, 34.0, 34.0, 117.0, -17.0, 6.0, 0.0, 58.0, 0.0, 0.0
24.0, 33.0, 34.0, 117.0, -17.0, 6.0, 0.0, 58.0, 0.0, 0.0
24.0, 31.0, 34.0, 117.0, -17.0, 6.0, 0.0, 58.0, 0.0, 0.0
24.0, 31.0, 34.0, 117.0, -17.0, 6.0, 10.0, 80.0, 0.0, 0.0
24.0, 31.0, 34.0, 117.0, -17.0, 6.0, 48.0, 133.0, 62.0, 52.0
24.0, 31.0, 34.0, 117.0, -17.0, 6.0, 65.0, 133.0, 74.0, 70.0
