-1.0, 6.0, 48.0, 92.0, 4.0, 1.0, 0.0, 58.0, 0.0, 0.0
-1.0, 6.0, 48.0, 92.0, 4.0, 1.0, 0.0, 58.0, 0.0, 0.0
-1.0, 6.0, 48.0, 92.0, 4.0, 1.0, 0.0, 58.0, 0.0, 0.0
-1.0, 6.0, 45.0, 92.0, 0.0, 1.0, 0.0, 58.0, 0.0, 0.0
0.0, 12.0, 40.0, 92.0, -2.0, 1.0, 0.0, 58.0, 0.0, 0.0
9.0, 11.0, 14.0, 88.0, -33.0, 5.0, 0.0, 58.0, 0.0, 0.0
13.0, 8.0, 6.0, 84.0, -47.0, 5.0, 0.0, 58.0, 0.0, 0.0
16.0, 3.0, -5.0, 82.0, -55.0, 4.0, 0.0, 58.0, 0.0, 0.0
21.0, -1.0, -15.0, 79.0, -58.0, 5.0, 0.0, 58.0, 0.0, 0.0
23.0, -1.0, -7.0, 80.0, -52.0, 5.0, 0.0, 58.0, 0.0, 0.0
25.0, -1.0, -4.0, 79.0, -46.0, 5.0, 0.0, 58.0, 0.0, 0.0
27.0, -1.0, 0.0, 78.0, -43.0, 5.0, 0.0, 58.0, 0.0, 0.0
27.0, -2.0, 1.0, 79.0, -43.0, 5.0, 0.0, 122.0, 0.0, 0.0
27.0, -2.0, 1.0, 79.0, -43.0, 5.0, 58.0, 122.0, 53.0, 38.0
