0.0, 6.0, 48.0, 91.0, 4.0, 0.0, 0.0, 63.0, 0.0, 0.0
0.0, 6.0, 48.0, 91.0, 4.0, 0.0, 0.0, 63.0, 0.0, 0.0
-1.0, 12.0, 41.0, 91.0, 4.0, 1.0, 0.0, 63.0, 0.0, 0.0
0.0, 25.0, 41.0, 100.0, 11.0, 1.0, 0.0, 63.0, 0.0, 0.0
5.0, 36.0, 41.0, 112.0, 14.0, 1.0, 0.0, 63.0, 0.0, 0.0
7.0, 46.0, 41.0, 124.0, 20.0, 1.0, 0.0, 63.0, 0.0, 0.0
10.0, 58.0, 40.0, 141.0, 30.0, 4.0, 0.0, 63.0, 0.0, 0.0
12.0, 67.0, 40.0, 154.0, 47.0, 11.0, 0.0, 63.0, 0.0, 0.0
29.0, 68.0, 20.0, 157.0, 52.0, 20.0, 0.0, 63.0, 0.0, 0.0
43.0, 68.0, 4.0, 166.0, 61.0, 25.0, 0.0, 63.0, 0.0, 0.0
44.0, 68.0, 4.0, 171.0, 53.0, 7.0, 0.0, 60.0, 0.0, 0.0
41.0, 56.0, 9.0, 156.0, 60.0, -5.0, 0.0, 60.0, 0.0, 0.0
39.0, 53.0, 11.0, 157.0, 56.0, -5.0, 0.0, 60.0, 0.0, 0.0
39.0, 54.0, 11.0, 157.0, 59.0, -10.0, 7.0, 61.0, 0.0, 0.0
39.0, 54.0, 11.0, 157.0, 59.0, -9.0, 6.0, 61.0, 33.0, 18.0
39.0, 54.0, 11.0, 157.0, 59.0, -10.0, 45.0, 122.0, 48.0, 30.0
