0.0, 6.0, 48.0, 92.0, 3.0, 0.0, 0.0, 63.0, 1.0, 5.0
0.0, 6.0, 48.0, 92.0, 3.0, 0.0, 0.0, 63.0, 1.0, 5.0
-3.0, 6.0, 46.0, 92.0, 6.0, 1.0, 0.0, 63.0, 1.0, 5.0
-8.0, 10.0, 42.0, 89.0, 8.0, 1.0, 0.0, 63.0, 1.0, 5.0
-9.0, 23.0, 40.0, 89.0, 33.0, 2.0, 0.0, 63.0, 1.0, 5.0
-9.0, 34.0, 40.0, 90.0, 44.0, 22.0, 0.0, 63.0, 1.0, 5.0
-6.0, 48.0, 40.0, 111.0, 50.0, 30.0, 0.0, 63.0, 1.0, 5.0
0.0, 55.0, 40.0, 125.0, 52.0, 35.0, 0.0, 63.0, 1.0, 5.0
5.0, 60.0, 40.0, 139.0, 68.0, 26.0, 0.0, 63.0, 1.0, 5.0
8.0, 59.0, 40.0, 149.0, 80.0, 8.0, 0.0, 63.0, 1.0, 5.0
9.0, 57.0, 40.0, 153.0, 87.0, -4.0, 0.0, 62.0, 1.0, 5.0
9.0, 57.0, 40.0, 153.0, 85.0, -5.0, 0.0, 63.0, 1.0, 5.0
9.0, 56.0, 40.0, 153.0, 82.0, -6.0, 0.0, 63.0, 1.0, 5.0
9.0, 55.0, 40.0, 153.0, 82.0, -8.0, 0.0, 93.0, 13.0, 5.0
9.0, 55.0, 40.0, 153.0, 82.0, -7.0, 32.0, 120.0, 35.0, 5.0
9.0, 55.0, 40.0, 153.0, 81.0, -7.0, 32.0, 158.0, 57.0, 0.0
